index,sample_id,groundtruth,S2S,CNN-LSTM,U-Net,S2S-only Transformer,Ours,Quantile Mapping
100,2022-06-24_lead_07,122.30001068115234,71.97749328613281,101.48298645019531,95.98851776123047,96.99729919433594,88.87970733642578,87.69623565673828
101,2023-06-24_lead_07,17.799997329711914,82.0108642578125,119.43193817138672,108.12269592285156,90.13230895996094,76.93896484375,105.0213394165039
102,2022-06-27_lead_07,123.10002136230469,76.41987609863281,101.36567687988281,95.53372192382812,76.82514190673828,95.15884399414062,95.66277313232422
103,2023-06-27_lead_07,48.59999465942383,64.9550552368164,108.29652404785156,76.81990814208984,104.15315246582031,78.57078552246094,76.46119689941406
104,2022-07-01_lead_07,116.09998321533203,86.46967315673828,101.26415252685547,115.64373779296875,87.47671508789062,107.99950408935547,112.70272064208984
105,2023-07-01_lead_07,73.90000915527344,108.26438903808594,102.55593872070312,109.85678100585938,147.4522247314453,109.18112182617188,158.9301300048828
106,2022-07-04_lead_07,79.60000610351562,87.98445892333984,107.43392944335938,106.56259155273438,127.66303253173828,104.45835876464844,115.07691192626953
107,2023-07-04_lead_07,88.80003356933594,60.35154724121094,119.40741729736328,105.45965576171875,100.86555480957031,69.71434020996094,70.58212280273438
108,2022-07-08_lead_07,5.500000953674316,39.27302551269531,100.2088851928711,114.18912506103516,63.35697937011719,53.293968200683594,43.162052154541016
109,2023-07-08_lead_07,81.99998474121094,112.21572875976562,94.78125762939453,91.34638214111328,129.7471466064453,97.09365844726562,167.25819396972656
110,2022-07-11_lead_07,15.0,22.880050659179688,132.3968048095703,99.63736724853516,82.29576110839844,48.49256896972656,23.533475875854492
111,2023-07-11_lead_07,25.099998474121094,49.59019470214844,88.84075927734375,75.59837341308594,94.85714721679688,65.0102310180664,55.697017669677734
112,2022-07-15_lead_07,94.89998626708984,40.00990295410156,99.59457397460938,69.0415267944336,76.20035552978516,62.76422882080078,44.03335952758789
113,2023-07-15_lead_07,11.400001525878906,52.587310791015625,84.95706176757812,98.05677032470703,26.90672492980957,58.05266571044922,59.302242279052734
114,2022-07-18_lead_07,106.89999389648438,58.397239685058594,94.8043212890625,80.06890106201172,110.48223876953125,65.65169525146484,67.9911880493164
115,2023-07-18_lead_07,44.400001525878906,39.933406829833984,76.00399780273438,42.63921356201172,46.77338409423828,48.326175689697266,43.942909240722656
116,2022-07-22_lead_07,23.0,28.174053192138672,83.38929748535156,84.93575286865234,25.18354034423828,32.83585739135742,30.252859115600586
117,2023-07-22_lead_07,51.100006103515625,66.65010070800781,106.81898498535156,95.28947448730469,67.93489074707031,57.955318450927734,79.23430633544922
118,2022-07-25_lead_07,5.0,74.47103118896484,76.30607604980469,73.52103424072266,79.14875793457031,65.13972473144531,92.36736297607422
119,2023-07-25_lead_07,68.99999237060547,79.1942138671875,84.29456329345703,78.27485656738281,80.97798156738281,85.83380126953125,100.29786682128906
120,2022-07-29_lead_07,51.00000762939453,59.58708572387695,73.56354522705078,41.25030517578125,66.76109313964844,66.52505493164062,69.67034912109375
121,2023-07-29_lead_07,188.89999389648438,89.72771453857422,87.46444702148438,75.43710327148438,133.48204040527344,111.7863540649414,117.9832534790039
122,2022-08-01_lead_07,137.0,72.76758575439453,89.55316162109375,84.57296752929688,104.52857971191406,83.11273193359375,89.30211639404297
123,2023-08-01_lead_07,300.0,109.18251037597656,79.72782135009766,92.24746704101562,148.0655975341797,115.29096984863281,160.73916625976562
124,2022-08-05_lead_07,110.39997863769531,74.89065551757812,85.30245971679688,90.68306732177734,73.16519165039062,73.82540130615234,93.07704162597656
125,2023-08-05_lead_07,300.0,122.82737731933594,79.98822784423828,112.19188690185547,157.3525848388672,137.5631103515625,190.38784790039062
126,2022-08-08_lead_07,85.99999237060547,77.9847412109375,86.04883575439453,80.35856628417969,50.28239059448242,76.0711441040039,98.30792236328125
127,2023-08-08_lead_07,300.0,65.66670227050781,87.01397705078125,95.01968383789062,117.8165512084961,95.86289978027344,77.58750915527344
128,2022-08-12_lead_07,84.59998321533203,64.00657653808594,86.1559066772461,86.41204071044922,92.23314666748047,72.95926666259766,74.96005249023438
129,2023-08-12_lead_07,148.60000610351562,78.84061431884766,88.7630844116211,79.66809844970703,69.58306121826172,89.5254898071289,99.73164367675781
130,2022-08-15_lead_07,35.999996185302734,41.30595779418945,65.12825012207031,73.44911193847656,50.367374420166016,51.37763214111328,45.76515579223633
131,2023-08-15_lead_07,209.69998168945312,63.342140197753906,71.9963607788086,85.78524780273438,85.58026885986328,86.547607421875,74.02164459228516
132,2022-08-19_lead_07,37.099998474121094,65.98558807373047,91.73226928710938,59.55741500854492,59.44989013671875,59.9244384765625,78.11185455322266
133,2023-08-19_lead_07,192.3999786376953,93.05314636230469,90.54624938964844,71.06333923339844,112.55316925048828,98.9749755859375,123.82720184326172
134,2022-08-22_lead_07,39.09999465942383,56.97177505493164,67.2056884765625,31.336027145385742,43.80622100830078,49.61172866821289,65.82864379882812
135,2023-08-22_lead_07,161.7000732421875,91.61576080322266,94.2275390625,89.43527221679688,121.94065856933594,109.15553283691406,121.26084899902344
136,2022-08-26_lead_07,75.0,86.8593978881836,62.183746337890625,70.63416290283203,39.42444610595703,52.35242462158203,113.2870864868164
137,2023-08-26_lead_07,53.599998474121094,55.35651397705078,65.42832946777344,100.63078308105469,36.532920837402344,37.47871398925781,63.2517204284668
138,2022-08-29_lead_07,91.19999694824219,43.911827087402344,51.503047943115234,44.38358688354492,46.8331298828125,46.1504020690918,48.732913970947266
139,2023-08-29_lead_07,10.80000114440918,9.91490650177002,44.79838562011719,137.9413604736328,13.657093048095703,21.707958221435547,6.792896747589111
140,2022-09-02_lead_07,36.79999542236328,31.46895980834961,50.280738830566406,44.98768615722656,15.009982109069824,27.629941940307617,34.001407623291016
141,2023-09-02_lead_07,0.8999999761581421,11.695507049560547,47.973960876464844,102.91802978515625,28.32973289489746,24.094989776611328,9.34974479675293
142,2022-09-05_lead_07,55.59999084472656,24.544097900390625,31.649322509765625,45.750885009765625,22.417858123779297,30.481233596801758,25.85539436340332
143,2023-09-05_lead_07,98.0999984741211,84.31684875488281,54.913726806640625,69.480712890625,51.32814025878906,53.05607604980469,109.46747589111328
144,2022-09-09_lead_07,75.0999755859375,52.279605865478516,38.634971618652344,25.815658569335938,39.394168853759766,59.30714416503906,58.86154556274414
145,2023-09-09_lead_07,118.00003051757812,43.30168914794922,42.168609619140625,81.38793182373047,26.499563217163086,37.172607421875,48.065528869628906
146,2022-09-12_lead_07,116.09998321533203,79.25542449951172,64.52871704101562,61.981788635253906,94.08841705322266,78.20503234863281,100.39588165283203
147,2023-09-12_lead_07,37.0,45.95402145385742,44.705806732177734,73.45706176757812,51.181304931640625,37.287200927734375,51.36885070800781
