Prediction,Groundtruth,station,lead_time,year,month,day
9.10573673248291,1.2000000476837158,5.0,7,2020,6,3
9.11267375946045,40.5,9.0,7,2020,6,3
9.14771842956543,33.20000076293945,11.0,7,2020,6,3
9.147337913513184,35.099998474121094,13.0,7,2020,6,3
9.147762298583984,14.199999809265137,25.0,7,2020,6,3
9.11607551574707,0.0,29.0,7,2020,6,3
9.081430435180664,0.0,30.0,7,2020,6,3
9.035822868347168,8.199999809265137,32.0,7,2020,6,3
9.10552978515625,0.0,37.0,7,2020,6,3
9.01028060913086,0.0,38.0,7,2020,6,3
8.987750053405762,6.599999904632568,39.0,7,2020,6,3
9.146419525146484,0.0,44.0,7,2020,6,3
9.081751823425291,15.699999809265137,5.0,8,2020,6,3
9.14786434173584,0.0,9.0,8,2020,6,3
9.147951126098633,8.899999618530273,11.0,8,2020,6,3
9.147941589355469,16.0,13.0,8,2020,6,3
9.148107528686523,21.600000381469727,25.0,8,2020,6,3
9.148160934448242,1.2000000476837158,29.0,8,2020,6,3
9.108927726745604,0.1000000014901161,30.0,8,2020,6,3
9.06495475769043,0.0,32.0,8,2020,6,3
9.082529067993164,2.5999999046325684,37.0,8,2020,6,3
8.898927688598633,0.0,38.0,8,2020,6,3
8.983016967773438,3.799999952316284,39.0,8,2020,6,3
9.147562980651855,0.0,44.0,8,2020,6,3
9.114439010620115,0.0,5.0,9,2020,6,3
9.11345386505127,0.0,9.0,9,2020,6,3
9.131166458129885,0.0,11.0,9,2020,6,3
9.13180446624756,0.0,13.0,9,2020,6,3
9.132654190063477,0.0,25.0,9,2020,6,3
9.11589813232422,0.0,29.0,9,2020,6,3
9.0405912399292,0.0,30.0,9,2020,6,3
9.082212448120115,0.0,32.0,9,2020,6,3
9.114953994750977,0.0,37.0,9,2020,6,3
8.97707748413086,0.0,38.0,9,2020,6,3
9.01381015777588,0.0,39.0,9,2020,6,3
9.129875183105469,4.800000190734863,44.0,9,2020,6,3
9.082365036010742,0.0,5.0,10,2020,6,3
9.101022720336914,0.0,9.0,10,2020,6,3
9.134780883789062,0.0,11.0,10,2020,6,3
9.135496139526367,0.0,13.0,10,2020,6,3
9.136609077453612,0.0,25.0,10,2020,6,3
9.105281829833984,0.0,29.0,10,2020,6,3
9.05438995361328,0.0,30.0,10,2020,6,3
9.083806991577148,0.0,32.0,10,2020,6,3
9.08123779296875,0.0,37.0,10,2020,6,3
9.030171394348145,0.0,38.0,10,2020,6,3
8.995085716247559,0.0,39.0,10,2020,6,3
9.133027076721191,0.0,44.0,10,2020,6,3
9.075860977172852,39.09999847412109,5.0,11,2020,6,3
9.123170852661133,21.200000762939453,9.0,11,2020,6,3
9.142745018005373,71.9000015258789,11.0,11,2020,6,3
9.142867088317873,17.799999237060547,13.0,11,2020,6,3
9.143232345581056,38.20000076293945,25.0,11,2020,6,3
9.12600326538086,2.299999952316284,29.0,11,2020,6,3
9.078697204589844,9.899999618530272,30.0,11,2020,6,3
8.972179412841797,0.0,32.0,11,2020,6,3
9.075431823730469,0.0,37.0,11,2020,6,3
8.75809097290039,0.0,38.0,11,2020,6,3
8.952470779418945,0.0,39.0,11,2020,6,3
9.14161777496338,0.0,44.0,11,2020,6,3
9.105478286743164,0.0,5.0,12,2020,6,3
9.121810913085938,0.0,9.0,12,2020,6,3
9.149723052978516,1.2999999523162842,11.0,12,2020,6,3
9.149463653564451,0.0,13.0,12,2020,6,3
9.149566650390623,0.0,25.0,12,2020,6,3
9.123478889465332,32.0,29.0,12,2020,6,3
9.060943603515623,0.0,30.0,12,2020,6,3
9.08439826965332,0.0,32.0,12,2020,6,3
9.104788780212402,0.800000011920929,37.0,12,2020,6,3
9.036582946777344,4.5,38.0,12,2020,6,3
9.076483726501465,0.4000000059604645,39.0,12,2020,6,3
9.14914321899414,0.0,44.0,12,2020,6,3
9.101503372192385,7.900000095367432,5.0,13,2020,6,3
9.114083290100098,31.5,9.0,13,2020,6,3
9.140024185180664,17.399999618530273,11.0,13,2020,6,3
9.13933277130127,58.79999923706055,13.0,13,2020,6,3
9.139068603515623,10.0,25.0,13,2020,6,3
9.115102767944336,1.100000023841858,29.0,13,2020,6,3
9.06869125366211,6.300000190734863,30.0,13,2020,6,3
8.89333724975586,2.299999952316284,32.0,13,2020,6,3
9.099599838256836,6.900000095367432,37.0,13,2020,6,3
8.695015907287598,0.0,38.0,13,2020,6,3
8.964277267456055,1.399999976158142,39.0,13,2020,6,3
9.139798164367676,0.0,44.0,13,2020,6,3
9.09560489654541,2.0999999046325684,5.0,14,2020,6,3
9.113554000854492,3.200000047683716,9.0,14,2020,6,3
9.139205932617188,9.899999618530272,11.0,14,2020,6,3
9.138766288757324,11.600000381469728,13.0,14,2020,6,3
9.13924789428711,1.0,25.0,14,2020,6,3
9.116729736328123,0.0,29.0,14,2020,6,3
9.079317092895508,1.600000023841858,30.0,14,2020,6,3
9.041561126708984,0.0,32.0,14,2020,6,3
9.094277381896973,0.0,37.0,14,2020,6,3
9.013607025146484,0.0,38.0,14,2020,6,3
8.962255477905273,0.0,39.0,14,2020,6,3
9.1375732421875,0.0,44.0,14,2020,6,3
9.11106300354004,0.0,5.0,15,2020,6,3
9.111108779907228,11.800000190734863,9.0,15,2020,6,3
9.137819290161133,6.900000095367432,11.0,15,2020,6,3
9.13754653930664,12.399999618530272,13.0,15,2020,6,3
9.137575149536133,48.70000076293945,25.0,15,2020,6,3
9.11272144317627,0.0,29.0,15,2020,6,3
9.08746337890625,10.0,30.0,15,2020,6,3
9.090548515319824,0.0,32.0,15,2020,6,3
9.110800743103027,0.0,37.0,15,2020,6,3
9.052489280700684,0.0,38.0,15,2020,6,3
9.026899337768556,0.0,39.0,15,2020,6,3
9.137131690979004,0.0,44.0,15,2020,6,3
9.121169090270996,18.299999237060547,5.0,16,2020,6,3
9.131881713867188,15.800000190734863,9.0,16,2020,6,3
9.13615894317627,0.0,11.0,16,2020,6,3
9.135942459106444,30.299999237060547,13.0,16,2020,6,3
9.136930465698242,11.699999809265137,25.0,16,2020,6,3
9.132681846618652,2.900000095367432,29.0,16,2020,6,3
9.113901138305664,20.200000762939453,30.0,16,2020,6,3
9.084651947021484,0.0,32.0,16,2020,6,3
9.120519638061523,0.0,37.0,16,2020,6,3
8.961349487304688,0.0,38.0,16,2020,6,3
9.062864303588867,1.0,39.0,16,2020,6,3
9.13532829284668,13.0,44.0,16,2020,6,3
9.12049961090088,0.0,5.0,17,2020,6,3
