Prediction,Groundtruth,station,lead_time,year,month,day
4.9616804122924805,1.1999999284744265,5.0,7,2020,6,3
13.628724098205566,40.49999237060547,9.0,7,2020,6,3
15.21652889251709,33.19999694824219,11.0,7,2020,6,3
23.250152587890625,35.09999465942383,13.0,7,2020,6,3
14.195530891418455,14.19999885559082,25.0,7,2020,6,3
9.416970252990724,4.1114343929393726e-08,29.0,7,2020,6,3
6.108831882476807,4.1114343929393726e-08,30.0,7,2020,6,3
5.0057806968688965,8.199999809265137,32.0,7,2020,6,3
5.207907676696777,4.1114343929393726e-08,37.0,7,2020,6,3
4.383024215698242,4.1114343929393726e-08,38.0,7,2020,6,3
4.939820289611816,6.59999942779541,39.0,7,2020,6,3
6.6598992347717285,4.1114343929393726e-08,44.0,7,2020,6,3
4.709624290466309,15.699999809265137,5.0,8,2020,6,3
14.944181442260742,4.1114343929393726e-08,9.0,8,2020,6,3
8.901582717895508,8.899998664855957,11.0,8,2020,6,3
31.26747703552246,15.999996185302734,13.0,8,2020,6,3
15.101862907409668,21.60000228881836,25.0,8,2020,6,3
6.978609085083008,1.1999999284744265,29.0,8,2020,6,3
5.893007278442383,0.1000000163912773,30.0,8,2020,6,3
4.312629699707031,4.1114343929393726e-08,32.0,8,2020,6,3
4.543862342834473,2.6000001430511475,37.0,8,2020,6,3
4.693691253662109,4.1114343929393726e-08,38.0,8,2020,6,3
3.5287179946899414,3.799999952316284,39.0,8,2020,6,3
6.096013069152832,4.1114343929393726e-08,44.0,8,2020,6,3
5.106685638427734,4.1114343929393726e-08,5.0,9,2020,6,3
18.472625732421875,4.1114343929393726e-08,9.0,9,2020,6,3
8.789244651794434,4.1114343929393726e-08,11.0,9,2020,6,3
22.60332679748535,4.1114343929393726e-08,13.0,9,2020,6,3
10.179524421691896,4.1114343929393726e-08,25.0,9,2020,6,3
5.155102729797363,4.1114343929393726e-08,29.0,9,2020,6,3
4.46191930770874,4.1114343929393726e-08,30.0,9,2020,6,3
3.97134017944336,4.1114343929393726e-08,32.0,9,2020,6,3
6.100451469421387,4.1114343929393726e-08,37.0,9,2020,6,3
4.730040550231934,4.1114343929393726e-08,38.0,9,2020,6,3
3.4261345863342285,4.1114343929393726e-08,39.0,9,2020,6,3
5.195165634155273,4.800000190734863,44.0,9,2020,6,3
4.801755905151367,4.1114343929393726e-08,5.0,10,2020,6,3
14.580855369567873,4.1114343929393726e-08,9.0,10,2020,6,3
12.380857467651367,4.1114343929393726e-08,11.0,10,2020,6,3
16.313093185424805,4.1114343929393726e-08,13.0,10,2020,6,3
7.5976057052612305,4.1114343929393726e-08,25.0,10,2020,6,3
6.485530376434326,4.1114343929393726e-08,29.0,10,2020,6,3
4.756294250488281,4.1114343929393726e-08,30.0,10,2020,6,3
3.043198347091675,4.1114343929393726e-08,32.0,10,2020,6,3
4.656051635742188,4.1114343929393726e-08,37.0,10,2020,6,3
3.2521228790283203,4.1114343929393726e-08,38.0,10,2020,6,3
3.2886972427368164,4.1114343929393726e-08,39.0,10,2020,6,3
5.535286903381348,4.1114343929393726e-08,44.0,10,2020,6,3
4.499035358428955,39.100006103515625,5.0,11,2020,6,3
12.832565307617188,21.20000267028809,9.0,11,2020,6,3
14.228978157043455,71.90000915527344,11.0,11,2020,6,3
20.92528915405273,17.799997329711914,13.0,11,2020,6,3
9.1361665725708,38.20000457763672,25.0,11,2020,6,3
8.423490524291992,2.3000001907348637,29.0,11,2020,6,3
5.75540828704834,9.899999618530272,30.0,11,2020,6,3
3.4079723358154297,4.1114343929393726e-08,32.0,11,2020,6,3
5.443075656890869,4.1114343929393726e-08,37.0,11,2020,6,3
3.6571898460388175,4.1114343929393726e-08,38.0,11,2020,6,3
2.5457630157470703,4.1114343929393726e-08,39.0,11,2020,6,3
5.463508605957031,4.1114343929393726e-08,44.0,11,2020,6,3
6.503813743591309,4.1114343929393726e-08,5.0,12,2020,6,3
21.24081039428711,4.1114343929393726e-08,9.0,12,2020,6,3
18.513635635375977,1.2999999523162842,11.0,12,2020,6,3
26.412887573242188,4.1114343929393726e-08,13.0,12,2020,6,3
10.56174373626709,4.1114343929393726e-08,25.0,12,2020,6,3
8.860233306884766,31.9999942779541,29.0,12,2020,6,3
6.965788841247559,4.1114343929393726e-08,30.0,12,2020,6,3
5.495973110198975,4.1114343929393726e-08,32.0,12,2020,6,3
6.652296543121338,0.800000011920929,37.0,12,2020,6,3
5.392734050750732,4.499999523162842,38.0,12,2020,6,3
3.958042621612549,0.4000000059604645,39.0,12,2020,6,3
7.335261344909668,4.1114343929393726e-08,44.0,12,2020,6,3
5.428864479064941,7.90000057220459,5.0,13,2020,6,3
17.65719985961914,31.49999046325684,9.0,13,2020,6,3
15.353343963623049,17.399995803833008,11.0,13,2020,6,3
25.438329696655277,58.80000686645508,13.0,13,2020,6,3
7.550116062164307,10.000000953674316,25.0,13,2020,6,3
7.067708015441895,1.100000023841858,29.0,13,2020,6,3
5.388339042663574,6.299999237060547,30.0,13,2020,6,3
3.692459583282471,2.3000001907348637,32.0,13,2020,6,3
5.555792808532715,6.90000057220459,37.0,13,2020,6,3
3.808350086212158,4.1114343929393726e-08,38.0,13,2020,6,3
3.5338940620422363,1.399999976158142,39.0,13,2020,6,3
5.519461154937744,4.1114343929393726e-08,44.0,13,2020,6,3
6.114099025726318,2.1000001430511475,5.0,14,2020,6,3
19.1884708404541,3.1999998092651367,9.0,14,2020,6,3
25.831716537475582,9.899999618530272,11.0,14,2020,6,3
28.322769165039062,11.600000381469728,13.0,14,2020,6,3
18.61108016967773,1.0,25.0,14,2020,6,3
14.39555549621582,4.1114343929393726e-08,29.0,14,2020,6,3
8.050880432128906,1.600000023841858,30.0,14,2020,6,3
6.08917236328125,4.1114343929393726e-08,32.0,14,2020,6,3
6.276334762573242,4.1114343929393726e-08,37.0,14,2020,6,3
5.948990345001221,4.1114343929393726e-08,38.0,14,2020,6,3
