Prediction,Groundtruth,station,lead_time,year,month,day
0.4751687049865722,1.1999999284744265,5.0,7,2020,6,3
24.75515556335449,40.49999237060547,9.0,7,2020,6,3
35.8148307800293,33.19999694824219,11.0,7,2020,6,3
33.890411376953125,35.09999465942383,13.0,7,2020,6,3
5.583138465881348,14.19999885559082,25.0,7,2020,6,3
8.891332626342773,4.1114343929393726e-08,29.0,7,2020,6,3
3.276002883911133,4.1114343929393726e-08,30.0,7,2020,6,3
0.6748135089874268,8.199999809265137,32.0,7,2020,6,3
4.260752201080322,4.1114343929393726e-08,37.0,7,2020,6,3
1.8123230934143064,4.1114343929393726e-08,38.0,7,2020,6,3
0.9364493489265442,6.59999942779541,39.0,7,2020,6,3
0.5000386834144592,4.1114343929393726e-08,44.0,7,2020,6,3
0.6508852243423462,15.699999809265137,5.0,8,2020,6,3
27.426607131958008,4.1114343929393726e-08,9.0,8,2020,6,3
30.5323429107666,8.899998664855957,11.0,8,2020,6,3
30.86244201660156,15.999996185302734,13.0,8,2020,6,3
13.751738548278809,21.60000228881836,25.0,8,2020,6,3
5.695147514343262,1.1999999284744265,29.0,8,2020,6,3
1.7659146785736084,0.1000000163912773,30.0,8,2020,6,3
1.1700726747512815,4.1114343929393726e-08,32.0,8,2020,6,3
3.0213096141815186,2.6000001430511475,37.0,8,2020,6,3
0.293363481760025,4.1114343929393726e-08,38.0,8,2020,6,3
0.1353637725114822,3.799999952316284,39.0,8,2020,6,3
1.066478967666626,4.1114343929393726e-08,44.0,8,2020,6,3
0.8387274146080017,4.1114343929393726e-08,5.0,9,2020,6,3
28.78927230834961,4.1114343929393726e-08,9.0,9,2020,6,3
12.870877265930176,4.1114343929393726e-08,11.0,9,2020,6,3
25.181373596191406,4.1114343929393726e-08,13.0,9,2020,6,3
9.513384819030762,4.1114343929393726e-08,25.0,9,2020,6,3
2.166217565536499,4.1114343929393726e-08,29.0,9,2020,6,3
1.5904793739318848,4.1114343929393726e-08,30.0,9,2020,6,3
0.5692028999328613,4.1114343929393726e-08,32.0,9,2020,6,3
7.360916614532471,4.1114343929393726e-08,37.0,9,2020,6,3
1.22056245803833,4.1114343929393726e-08,38.0,9,2020,6,3
0.3900378942489624,4.1114343929393726e-08,39.0,9,2020,6,3
0.2179504334926605,4.800000190734863,44.0,9,2020,6,3
0.417289137840271,4.1114343929393726e-08,5.0,10,2020,6,3
23.061981201171875,4.1114343929393726e-08,9.0,10,2020,6,3
19.769189834594727,4.1114343929393726e-08,11.0,10,2020,6,3
23.152847290039062,4.1114343929393726e-08,13.0,10,2020,6,3
5.125750541687012,4.1114343929393726e-08,25.0,10,2020,6,3
3.2883763313293457,4.1114343929393726e-08,29.0,10,2020,6,3
1.3145954608917236,4.1114343929393726e-08,30.0,10,2020,6,3
0.244491308927536,4.1114343929393726e-08,32.0,10,2020,6,3
1.0145199298858645,4.1114343929393726e-08,37.0,10,2020,6,3
0.3447636067867279,4.1114343929393726e-08,38.0,10,2020,6,3
0.1763076037168502,4.1114343929393726e-08,39.0,10,2020,6,3
0.3038897216320038,4.1114343929393726e-08,44.0,10,2020,6,3
0.239983856678009,39.100006103515625,5.0,11,2020,6,3
23.190114974975582,21.20000267028809,9.0,11,2020,6,3
16.61544418334961,71.90000915527344,11.0,11,2020,6,3
21.736909866333008,17.799997329711914,13.0,11,2020,6,3
3.657454013824463,38.20000457763672,25.0,11,2020,6,3
1.3047456741333008,2.3000001907348637,29.0,11,2020,6,3
1.0012085437774658,9.899999618530272,30.0,11,2020,6,3
0.4170146286487579,4.1114343929393726e-08,32.0,11,2020,6,3
1.9526842832565308,4.1114343929393726e-08,37.0,11,2020,6,3
0.2195674777030944,4.1114343929393726e-08,38.0,11,2020,6,3
0.0119964703917503,4.1114343929393726e-08,39.0,11,2020,6,3
0.2931222021579742,4.1114343929393726e-08,44.0,11,2020,6,3
0.4414809346199035,4.1114343929393726e-08,5.0,12,2020,6,3
38.34636306762695,4.1114343929393726e-08,9.0,12,2020,6,3
24.211162567138672,1.2999999523162842,11.0,12,2020,6,3
25.564210891723636,4.1114343929393726e-08,13.0,12,2020,6,3
6.456498146057129,4.1114343929393726e-08,25.0,12,2020,6,3
2.731255531311035,31.9999942779541,29.0,12,2020,6,3
3.3079426288604736,4.1114343929393726e-08,30.0,12,2020,6,3
1.1824264526367188,4.1114343929393726e-08,32.0,12,2020,6,3
3.504567146301269,0.800000011920929,37.0,12,2020,6,3
